Datetime,Sport,Events,highlight_event,Venue,Location
2021-07-26 01:00:00,Skateboarding,Women's Street Final,False,Ariake Urban Sports Park,"35.63870992266322, 139.78568228668425"
2021-07-26 01:00:00,Shooting,Skeet Women's Qualification - Day 2,False,Asaka Shooting Range,"35.7811380207295, 139.58779467064903"
2021-07-26 01:00:00,Shooting,Skeet Men's Qualification - Day 2,False,Asaka Shooting Range,"35.7811380207295, 139.58779467064903"
2021-07-26 01:00:00,Shooting,Skeet Women's Finals,False,Asaka Shooting Range,"35.7811380207295, 139.58779467064903"
2021-07-26 01:00:00,Shooting,Skeet Men's Finals,False,Asaka Shooting Range,"35.7811380207295, 139.58779467064903"
2021-07-26 01:00:00,Rugby,Men's Pool Round (6 matches),False,Tokyo Stadium,"35.66446761779039, 139.52756286092847"
2021-07-26 01:00:00,Rowing,Women's Single Sculls Quarterfinals,False,Sea Forest Waterway,"35.60796457817903, 139.8147625026683"
2021-07-26 01:00:00,Rowing,Men's Single Sculls Quarterfinals,False,Sea Forest Waterway,"35.60796457817903, 139.8147625026683"
2021-07-26 01:00:00,Rowing,Women's Double Sculls Semifinals,False,Sea Forest Waterway,"35.60796457817903, 139.8147625026683"
2021-07-26 01:00:00,Rowing,Men's Double Sculls Semifinals,False,Sea Forest Waterway,"35.60796457817903, 139.8147625026683"
2021-07-26 01:00:00,Rowing,Women's Four Repechage,False,Sea Forest Waterway,"35.60796457817903, 139.8147625026683"
2021-07-26 01:00:00,Rowing,Men's Four Repechage,False,Sea Forest Waterway,"35.60796457817903, 139.8147625026683"
2021-07-26 01:00:00,Handball,Men's Preliminary Round Group A: Brazil vs France,False,Yoyogi National Stadium,"35.66773432212354, 139.70019944667044"
2021-07-26 01:00:00,Handball,Men's Preliminary Round Group A: Argentina vs Germany,False,Yoyogi National Stadium,"35.66773432212354, 139.70019944667044"
2021-07-26 01:00:00,Fencing,Women's Sabre Individual Table of 64,False,Makuhari Messe Hall,"35.64977449961884, 140.03645074412134"
2021-07-26 01:00:00,Fencing,Men's Foil Individual Table of 64,False,Makuhari Messe Hall,"35.64977449961884, 140.03645074412134"
2021-07-26 01:00:00,Fencing,Women's Sabre Individual Table of 32,False,Makuhari Messe Hall,"35.64977449961884, 140.03645074412134"
2021-07-26 01:00:00,Beach Volleyball,Men's or Women's Preliminaries (4 matches),False,Shiokaze Park,"35.62426208355979, 139.76843705331703"
2021-07-26 01:30:00,Hockey,Men's Pool B: Germany vs Belgium,False,Oi Hockey Stadium,"35.59269081886343, 139.75405101776522"
2021-07-26 01:30:00,Hockey,Men's Pool B: Great Britain vs Canada,False,Oi Hockey Stadium,"35.59269081886343, 139.75405101776522"
2021-07-26 01:30:00,Archery,Men's Team 1/8 Eliminations,False,Yumenoshima Park Archery Field,"35.65025376166539, 139.82892847281852"
2021-07-26 02:00:00,Taekwondo,Women -67 kg Round of 16 (8 matches),False,Makuhari Messe Hall,"35.64977449961884, 140.03645074412134"
2021-07-26 02:00:00,Taekwondo,Men -80 kg Round of 16 (8 matches),False,Makuhari Messe Hall,"35.64977449961884, 140.03645074412134"
2021-07-26 02:00:00,Taekwondo,Women -67 kg Quarterfinals (4 matches),False,Makuhari Messe Hall,"35.64977449961884, 140.03645074412134"
2021-07-26 02:00:00,Taekwondo,Men -80 kg Quarterfinals (4 matches),False,Makuhari Messe Hall,"35.64977449961884, 140.03645074412134"
2021-07-26 02:00:00,Taekwondo,Women -67 kg Semifinals (2 matches),False,Makuhari Messe Hall,"35.64977449961884, 140.03645074412134"
2021-07-26 02:00:00,Taekwondo,Men -80 kg Semifinals (2 matches),False,Makuhari Messe Hall,"35.64977449961884, 140.03645074412134"
2021-07-26 02:00:00,Badminton,Men's Singles Group Play Stage,False,Musashino Forest Sport Plaza,"35.66516093172041, 139.52508181634872"
2021-07-26 02:00:00,Badminton,Women's Singles Group Play Stage,False,Musashino Forest Sport Plaza,"35.66516093172041, 139.52508181634872"
2021-07-26 02:00:00,Badminton,Men's Doubles Group Play Stage,False,Musashino Forest Sport Plaza,"35.66516093172041, 139.52508181634872"
2021-07-26 02:00:00,Badminton,Women's Doubles Group Play Stage,False,Musashino Forest Sport Plaza,"35.66516093172041, 139.52508181634872"
2021-07-26 02:00:00,Badminton,Mixed Doubles Group Play Stage,False,Musashino Forest Sport Plaza,"35.66516093172041, 139.52508181634872"
2021-07-26 02:00:00,Table Tennis,Men's Singles Round 2,False,Tokyo Metropolitan Gymnasium,"35.679538129089025, 139.71224149090568"
2021-07-26 02:00:00,Table Tennis,Women's Singles Round 2,False,Tokyo Metropolitan Gymnasium,"35.679538129089025, 139.71224149090568"
2021-07-26 02:00:00,Hockey,Women's Pool A: Netherlands vs Ireland,False,Oi Hockey Stadium,"35.59269081886343, 139.75405101776522"
2021-07-26 02:00:00,Hockey,Women's Pool B: Australia vs China,False,Oi Hockey Stadium,"35.59269081886343, 139.75405101776522"
2021-07-26 02:00:00,Basketball,Women's Preliminary Round Group A: Republic of Korea vs Spain,False,Saitama Super Arena,
2021-07-26 02:00:00,Baseball/Softball,Softball Opening Round: Japan vs United States,False,Yokohama Baseball Stadium,"35.44332814187166, 139.64046498472052"
2021-07-26 02:00:00,Baseball/Softball,Softball Opening Round: Canada vs Italy,False,Yokohama Baseball Stadium,"35.44332814187166, 139.64046498472052"
2021-07-26 02:15:00,3X3 Basketball,Women's Pool Round (2 games),False,Aomi Urban Sports Park,
2021-07-26 02:15:00,3X3 Basketball,Men's Pool Round (2 games),False,Aomi Urban Sports Park,
2021-07-26 02:30:00,Swimming,Women's 100m Butterfly Final,False,Tokyo Aquatics Centre,"35.65154002713155, 139.81526845227876"
2021-07-26 02:30:00,Swimming,Men's 200m Freestyle Semifinals,False,Tokyo Aquatics Centre,"35.65154002713155, 139.81526845227876"
2021-07-26 02:30:00,Swimming,Women's 100m Breaststroke Semifinals,False,Tokyo Aquatics Centre,"35.65154002713155, 139.81526845227876"
2021-07-26 02:30:00,Swimming,Women's 100m Butterfly Victory Ceremony,True,Tokyo Aquatics Centre,"35.65154002713155, 139.81526845227876"
2021-07-26 02:30:00,Swimming,Men's 100m Breaststroke Final,False,Tokyo Aquatics Centre,"35.65154002713155, 139.81526845227876"
2021-07-26 02:30:00,Swimming,Women's 400m Freestyle Final,False,Tokyo Aquatics Centre,"35.65154002713155, 139.81526845227876"
2021-07-26 02:30:00,Swimming,Men's 100m Backstroke Semifinals,False,Tokyo Aquatics Centre,"35.65154002713155, 139.81526845227876"
2021-07-26 02:30:00,Swimming,Men's 100m Breaststroke Victory Ceremony,True,Tokyo Aquatics Centre,"35.65154002713155, 139.81526845227876"
2021-07-26 02:30:00,Swimming,Women's 100m Backstroke Semifinals,False,Tokyo Aquatics Centre,"35.65154002713155, 139.81526845227876"
2021-07-26 02:30:00,Swimming,Men's 4 x 100m Freestyle Relay Final,False,Tokyo Aquatics Centre,"35.65154002713155, 139.81526845227876"
2021-07-26 03:00:00,Boxing,Men's Fly (48-52kg) - Preliminaries - Round of 32,False,Kokugikan Arena,"35.69708642863296, 139.79336043405075"
2021-07-26 03:00:00,Boxing,Men's Middle (69-75kg) - Preliminaries - Round of 32,False,Kokugikan Arena,"35.69708642863296, 139.79336043405075"
2021-07-26 03:00:00,Boxing,Women's Feather (54-57kg) - Preliminaries - Round of 16,False,Kokugikan Arena,"35.69708642863296, 139.79336043405075"
2021-07-26 03:00:00,Judo,Women -57 kg Elimination Rounds,False,Nippon Budokan,"35.69328639505304, 139.74961103902368"
2021-07-26 03:00:00,Judo,Women -57 kg Quarterfinals,False,Nippon Budokan,"35.69328639505304, 139.74961103902368"
2021-07-26 03:00:00,Judo,Men -73 kg Elimination Rounds,False,Nippon Budokan,"35.69328639505304, 139.74961103902368"
2021-07-26 03:00:00,Judo,Men -73 kg Quarterfinals,False,Nippon Budokan,"35.69328639505304, 139.74961103902368"
2021-07-26 03:00:00,Tennis,Men's Singles Second Round,False,Ariake Tennis Park,"35.63522638292027, 139.78961039488578"
2021-07-26 03:00:00,Tennis,Women's Singles Second Round,False,Ariake Tennis Park,"35.63522638292027, 139.78961039488578"
2021-07-26 03:00:00,Tennis,Men's Doubles Second Round,False,Ariake Tennis Park,"35.63522638292027, 139.78961039488578"
2021-07-26 03:00:00,Tennis,Women's Doubles Second Round,False,Ariake Tennis Park,"35.63522638292027, 139.78961039488578"
2021-07-26 04:00:00,Sailing,RS:X Men,False,Enoshima Yacht Harbour,"35.29979336326726, 139.48406276201857"
2021-07-26 04:00:00,Sailing,RS:X Women,False,Enoshima Yacht Harbour,"35.29979336326726, 139.48406276201857"
2021-07-26 04:00:00,Sailing,Laser Men,False,Enoshima Yacht Harbour,"35.29979336326726, 139.48406276201857"
2021-07-26 04:00:00,Sailing,Laser Radial Women,False,Enoshima Yacht Harbour,"35.29979336326726, 139.48406276201857"
2021-07-26 05:40:00,Basketball,Men's Preliminary Round Group C: Argentina vs Winner of Olympic Qualifying Tournament in Kaunas(Lithuania),False,Saitama Super Arena,
2021-07-26 05:45:00,Archery,Men's Team Quarterfinals,False,Yumenoshima Park Archery Field,"35.65025376166539, 139.82892847281852"
2021-07-26 05:45:00,Archery,Men's Team Semifinals,False,Yumenoshima Park Archery Field,"35.65025376166539, 139.82892847281852"
2021-07-26 05:45:00,Archery,Men's Team Bronze Medal Match,False,Yumenoshima Park Archery Field,"35.65025376166539, 139.82892847281852"
2021-07-26 05:45:00,Archery,Men's Team Gold Medal Match,True,Yumenoshima Park Archery Field,"35.65025376166539, 139.82892847281852"
2021-07-26 05:50:00,Weightlifting,Women's 55 kg Group B,False,Tokyo International Forum,"35.67697382447295, 139.76380194086386"
2021-07-26 06:00:00,3X3 Basketball,Women's Pool Round (2 games),False,Aomi Urban Sports Park,
2021-07-26 06:00:00,3X3 Basketball,Men's Pool Round (2 games),False,Aomi Urban Sports Park,
2021-07-26 06:00:00,Canoe Slalom,Canoe (C1) Men Semi-final,False,Kasai Canoe Slalom Centre,"35.643601065815034, 139.85504382104045"
2021-07-26 06:00:00,Canoe Slalom,Canoe (C1) Men Final,False,Kasai Canoe Slalom Centre,"35.643601065815034, 139.85504382104045"
2021-07-26 06:00:00,Canoe Slalom,Canoe (C1) Men Victory Ceremony,True,Kasai Canoe Slalom Centre,"35.643601065815034, 139.85504382104045"
2021-07-26 06:00:00,Water Polo,Women's Preliminary Round - Group B: United States vs China,False,Tatsumi Water Polo Centre,"35.647754733125474, 139.8195228619168"
2021-07-26 06:00:00,Water Polo,Women's Preliminary Round - Group B: ROC vs Hungary,False,Tatsumi Water Polo Centre,"35.647754733125474, 139.8195228619168"
2021-07-26 06:15:00,Handball,Men's Preliminary Round Group B: Egypt vs Denmark,False,Yoyogi National Stadium,"35.66773432212354, 139.70019944667044"
2021-07-26 06:15:00,Handball,Men's Preliminary Round Group A: Spain vs Norway,False,Yoyogi National Stadium,"35.66773432212354, 139.70019944667044"
2021-07-26 06:20:00,Volleyball,Men's Preliminary Round - Pool A: Poland vs Italy,False,Ariake Arena,"35.643512573489566, 139.79473745950065"
2021-07-26 06:20:00,Volleyball,Men's Preliminary Round - Pool B: France vs Tunisia,False,Ariake Arena,"35.643512573489566, 139.79473745950065"
2021-07-26 06:30:00,Table Tennis,Men's Singles Round 3,False,Tokyo Metropolitan Gymnasium,"35.679538129089025, 139.71224149090568"
2021-07-26 06:30:00,Table Tennis,Women's Singles Round 3,False,Tokyo Metropolitan Gymnasium,"35.679538129089025, 139.71224149090568"
2021-07-26 07:00:00,Beach Volleyball,Men's or Women's Preliminaries (3 matches),False,Shiokaze Park,"35.62426208355979, 139.76843705331703"
2021-07-26 07:00:00,Cycling Mountain Bike,Men's Cross-country,False,Izu MTB Course,"35.008554056580564, 139.01269403251226"
2021-07-26 07:00:00,Diving,Men's Synchronised 10m Platform Final,False,Tokyo Aquatics Centre,"35.65154002713155, 139.81526845227876"
2021-07-26 08:30:00,Rugby,Men's Pool Round (6 matches),False,Tokyo Stadium,"35.66446761779039, 139.52756286092847"
2021-07-26 09:00:00,Boxing,Men's Fly (48-52kg) - Preliminaries - Round of 32,False,Kokugikan Arena,"35.69708642863296, 139.79336043405075"
2021-07-26 09:00:00,Boxing,Men's Middle (69-75kg) - Preliminaries - Round of 32,False,Kokugikan Arena,"35.69708642863296, 139.79336043405075"
2021-07-26 09:00:00,Boxing,Women's Feather (54-57kg) - Preliminaries - Round of 16,False,Kokugikan Arena,"35.69708642863296, 139.79336043405075"
2021-07-26 09:00:00,Judo,Women -57 kg Repechage,False,Nippon Budokan,"35.69328639505304, 139.74961103902368"
2021-07-26 09:00:00,Judo,Women -57 kg Semifinals,False,Nippon Budokan,"35.69328639505304, 139.74961103902368"
2021-07-26 09:00:00,Judo,Men -73 kg Repechage,False,Nippon Budokan,"35.69328639505304, 139.74961103902368"
2021-07-26 09:00:00,Judo,Men -73 kg Semifinals,False,Nippon Budokan,"35.69328639505304, 139.74961103902368"
2021-07-26 09:00:00,Judo,Women -57 kg Contests for Bronze Medal,False,Nippon Budokan,"35.69328639505304, 139.74961103902368"
2021-07-26 09:00:00,Judo,Women -57 kg Final,False,Nippon Budokan,"35.69328639505304, 139.74961103902368"
2021-07-26 09:00:00,Judo,Men -73 kg Contests for Bronze Medal,False,Nippon Budokan,"35.69328639505304, 139.74961103902368"
2021-07-26 09:00:00,Judo,Men -73 kg Final,False,Nippon Budokan,"35.69328639505304, 139.74961103902368"
2021-07-26 09:20:00,Basketball,Women's Preliminary Round Group A: Serbia vs Canada,False,Saitama Super Arena,
2021-07-26 09:30:00,3X3 Basketball,Women's Pool Round (2 games),False,Aomi Urban Sports Park,
2021-07-26 09:30:00,3X3 Basketball,Men's Pool Round (2 games),False,Aomi Urban Sports Park,
2021-07-26 10:00:00,Badminton,Men's Singles Group Play Stage,False,Musashino Forest Sport Plaza,"35.66516093172041, 139.52508181634872"
2021-07-26 10:00:00,Badminton,Women's Singles Group Play Stage,False,Musashino Forest Sport Plaza,"35.66516093172041, 139.52508181634872"
2021-07-26 10:00:00,Badminton,Men's Doubles Group Play Stage,False,Musashino Forest Sport Plaza,"35.66516093172041, 139.52508181634872"
2021-07-26 10:00:00,Badminton,Women's Doubles Group Play Stage,False,Musashino Forest Sport Plaza,"35.66516093172041, 139.52508181634872"
2021-07-26 10:00:00,Badminton,Mixed Doubles Group Play Stage,False,Musashino Forest Sport Plaza,"35.66516093172041, 139.52508181634872"
2021-07-26 10:00:00,Fencing,Women's Sabre Individual Semifinals,False,Makuhari Messe Hall,"35.64977449961884, 140.03645074412134"
2021-07-26 10:00:00,Fencing,Men's Foil Individual Semifinals,False,Makuhari Messe Hall,"35.64977449961884, 140.03645074412134"
2021-07-26 10:00:00,Fencing,Women's Sabre Individual Bronze Medal Bout,False,Makuhari Messe Hall,"35.64977449961884, 140.03645074412134"
2021-07-26 10:00:00,Fencing,Men's Foil Individual Bronze Medal Bout,False,Makuhari Messe Hall,"35.64977449961884, 140.03645074412134"
2021-07-26 10:00:00,Fencing,Women's Sabre Individual Gold Medal Bout,True,Makuhari Messe Hall,"35.64977449961884, 140.03645074412134"
2021-07-26 10:00:00,Fencing,Men's Foil Individual Gold Medal Bout,True,Makuhari Messe Hall,"35.64977449961884, 140.03645074412134"
2021-07-26 10:20:00,Water Polo,Women's Preliminary Round - Group A: Australia vs Netherlands,False,Tatsumi Water Polo Centre,"35.647754733125474, 139.8195228619168"
2021-07-26 10:20:00,Water Polo,Women's Preliminary Round - Group A: Spain vs Canada,False,Tatsumi Water Polo Centre,"35.647754733125474, 139.8195228619168"
2021-07-26 10:30:00,Hockey,Women's Pool A: South Africa vs Great Britain,False,Oi Hockey Stadium,"35.59269081886343, 139.75405101776522"
2021-07-26 10:30:00,Hockey,Women's Pool B: Japan vs New Zealand,False,Oi Hockey Stadium,"35.59269081886343, 139.75405101776522"
2021-07-26 11:00:00,Artistic Gymnastic,Men's Team Final,False,Ariake Gymnastics Centre,
2021-07-26 11:00:00,Swimming,Women's 200m Freestyle - Heats,False,Tokyo Aquatics Centre,"35.65154002713155, 139.81526845227876"
2021-07-26 11:00:00,Swimming,Men's 200m Butterfly - Heats,False,Tokyo Aquatics Centre,"35.65154002713155, 139.81526845227876"
2021-07-26 11:00:00,Swimming,Women's 200m Individual Medley - Heats,False,Tokyo Aquatics Centre,"35.65154002713155, 139.81526845227876"
2021-07-26 11:00:00,Swimming,Women's 1500m Freestyle - Heats,False,Tokyo Aquatics Centre,"35.65154002713155, 139.81526845227876"
2021-07-26 11:00:00,Taekwondo,Women -67 kg Repechages (2 matches),False,Makuhari Messe Hall,"35.64977449961884, 140.03645074412134"
2021-07-26 11:00:00,Taekwondo,Men -80 kg Repechages (2 matches),False,Makuhari Messe Hall,"35.64977449961884, 140.03645074412134"
2021-07-26 11:00:00,Taekwondo,Women -67 kg Bronze Medal Contests (2 matches),False,Makuhari Messe Hall,"35.64977449961884, 140.03645074412134"
2021-07-26 11:00:00,Taekwondo,Men -80 kg Bronze Medal Contests (2 matches),False,Makuhari Messe Hall,"35.64977449961884, 140.03645074412134"
2021-07-26 11:00:00,Taekwondo,Women -67 kg Gold Medal Contest,True,Makuhari Messe Hall,"35.64977449961884, 140.03645074412134"
2021-07-26 11:00:00,Taekwondo,Men -80 kg Gold Medal Contest,True,Makuhari Messe Hall,"35.64977449961884, 140.03645074412134"
2021-07-26 11:00:00,Hockey,Women's Pool B: Argentina vs Spain,False,Oi Hockey Stadium,"35.59269081886343, 139.75405101776522"
2021-07-26 11:00:00,Hockey,Women's Pool A: Germany vs India,False,Oi Hockey Stadium,"35.59269081886343, 139.75405101776522"
2021-07-26 11:30:00,Handball,Men's Preliminary Round Group B: Bahrain vs Portugal,False,Yoyogi National Stadium,"35.66773432212354, 139.70019944667044"
2021-07-26 11:30:00,Handball,Men's Preliminary Round Group B: Japan vs Sweden,False,Yoyogi National Stadium,"35.66773432212354, 139.70019944667044"
2021-07-26 11:40:00,Volleyball,Men's Preliminary Round - Pool A: Japan vs Canada,False,Ariake Arena,"35.643512573489566, 139.79473745950065"
2021-07-26 11:40:00,Volleyball,Men's Preliminary Round - Pool B: Brazil vs Argentina,False,Ariake Arena,"35.643512573489566, 139.79473745950065"
2021-07-26 11:50:00,Weightlifting,Women's 55 kg Group A,False,Tokyo International Forum,"35.67697382447295, 139.76380194086386"
2021-07-26 12:00:00,Beach Volleyball,Men's or Women's Preliminaries (3 matches),False,Shiokaze Park,"35.62426208355979, 139.76843705331703"
2021-07-26 12:00:00,Table Tennis,Mixed Doubles Bronze Medal Match,False,Tokyo Metropolitan Gymnasium,"35.679538129089025, 139.71224149090568"
2021-07-26 12:00:00,Table Tennis,Mixed Doubles Gold Medal Match,True,Tokyo Metropolitan Gymnasium,"35.679538129089025, 139.71224149090568"
2021-07-26 12:00:00,Baseball/Softball,Softball Opening Round: Mexico vs Australia,False,Yokohama Baseball Stadium,"35.44332814187166, 139.64046498472052"
2021-07-26 13:00:00,Basketball,Men's Preliminary Round Group C: Japan vs Spain,False,Saitama Super Arena,
2021-07-26 13:00:00,3X3 Basketball,Women's Pool Round (2 games),False,Aomi Urban Sports Park,
2021-07-26 13:00:00,3X3 Basketball,Men's Pool Round (2 games),False,Aomi Urban Sports Park,
2021-07-27 22:30:00,Triathlon,Women,False,Odaiba Marine Park,"35.630141395249126, 139.7762643781928"
2021-07-27 23:00:00,Surfing,Men's Quarterfinals,False,Tsurigasaki Surfing Beach,"35.336127096773154, 140.39491001303773"
2021-07-27 23:00:00,Surfing,Women's Quarterfinals,False,Tsurigasaki Surfing Beach,"35.336127096773154, 140.39491001303773"
2021-07-27 23:00:00,Surfing,Men's Semifinals,False,Tsurigasaki Surfing Beach,"35.336127096773154, 140.39491001303773"
2021-07-27 23:00:00,Surfing,Women's Semifinals,False,Tsurigasaki Surfing Beach,"35.336127096773154, 140.39491001303773"
2021-07-27 00:30:00,Rowing,"Men's Single Sculls Semifinals C/D,Women's Single Sculls Semifinals C/D",False,Sea Forest Waterway,"35.60796457817903, 139.8147625026683"
2021-07-27 00:30:00,Rowing,Lightweight Men's Double Sculls Final C,False,Sea Forest Waterway,"35.60796457817903, 139.8147625026683"
2021-07-27 01:00:00,Rugby,Men's Pool Round (6 matches),False,Tokyo Stadium,"35.66446761779039, 139.52756286092847"
2021-07-27 01:00:00,Shooting,10m Air Pistol Mixed Team Qualification,False,Asaka Shooting Range,"35.7811380207295, 139.58779467064903"
2021-07-27 01:00:00,Shooting,10m Air Pistol Mixed Team Finals,False,Asaka Shooting Range,"35.7811380207295, 139.58779467064903"
2021-07-27 01:00:00,Shooting,10m Air Pistol Mixed Team Victory Ceremony,True,Asaka Shooting Range,"35.7811380207295, 139.58779467064903"
2021-07-27 01:00:00,Shooting,10m Air Rifle Mixed Team Qualification,False,Asaka Shooting Range,"35.7811380207295, 139.58779467064903"
2021-07-27 01:00:00,Shooting,10m Air Rifle Mixed Team Finals,False,Asaka Shooting Range,"35.7811380207295, 139.58779467064903"
2021-07-27 01:00:00,Shooting,10m Air Rifle Mixed Team Victory Ceremony,True,Asaka Shooting Range,"35.7811380207295, 139.58779467064903"
2021-07-27 01:00:00,Handball,Women's Preliminary Round Group A: Japan vs Montenegro,False,Yoyogi National Stadium,"35.66773432212354, 139.70019944667044"
2021-07-27 01:00:00,Handball,Women's Preliminary Round Group B: Brazil vs Hungary,False,Yoyogi National Stadium,"35.66773432212354, 139.70019944667044"
2021-07-27 01:00:00,Beach Volleyball,Men's or Women's Preliminaries (4 matches),False,Shiokaze Park,"35.62426208355979, 139.76843705331703"
2021-07-27 01:00:00,Volleyball,Women's Preliminary Round - Pool B: ROC vs Argentina,False,Ariake Arena,"35.643512573489566, 139.79473745950065"
2021-07-27 01:00:00,Volleyball,Women's Preliminary Round - Pool B: China vs United States,False,Ariake Arena,"35.643512573489566, 139.79473745950065"
2021-07-27 01:30:00,Archery,Men's Individual 1/32 & 1/16 Eliminations,False,Yumenoshima Park Archery Field,"35.65025376166539, 139.82892847281852"
2021-07-27 01:30:00,Archery,Women's Individual 1/32 & 1/16 Eliminations,False,Yumenoshima Park Archery Field,"35.65025376166539, 139.82892847281852"
2021-07-27 01:30:00,Hockey,Men's Pool A: Argentina vs Australia,False,Oi Hockey Stadium,"35.59269081886343, 139.75405101776522"
2021-07-27 01:30:00,Hockey,Men's Pool A: Japan vs New Zealand,False,Oi Hockey Stadium,"35.59269081886343, 139.75405101776522"
2021-07-27 02:00:00,Badminton,Men's Singles Group Play Stage,False,Musashino Forest Sport Plaza,"35.66516093172041, 139.52508181634872"
2021-07-27 02:00:00,Badminton,Women's Singles Group Play Stage,False,Musashino Forest Sport Plaza,"35.66516093172041, 139.52508181634872"
2021-07-27 02:00:00,Badminton,Men's Doubles Group Play Stage,False,Musashino Forest Sport Plaza,"35.66516093172041, 139.52508181634872"
2021-07-27 02:00:00,Badminton,Women's Doubles Group Play Stage,False,Musashino Forest Sport Plaza,"35.66516093172041, 139.52508181634872"
2021-07-27 02:00:00,Table Tennis,Men's Singles Round 3,False,Tokyo Metropolitan Gymnasium,"35.679538129089025, 139.71224149090568"
2021-07-27 02:00:00,Table Tennis,Women's Singles Round 3,False,Tokyo Metropolitan Gymnasium,"35.679538129089025, 139.71224149090568"
2021-07-27 02:00:00,Hockey,Men's Pool A: India vs Spain,False,Oi Hockey Stadium,"35.59269081886343, 139.75405101776522"
2021-07-27 02:00:00,Hockey,Men's Pool B: Germany vs Great Britain,False,Oi Hockey Stadium,"35.59269081886343, 139.75405101776522"
2021-07-27 02:00:00,Water Polo,Men's Preliminary Round - Group A: South Africa vs United States,False,Tatsumi Water Polo Centre,"35.647754733125474, 139.8195228619168"
2021-07-27 02:00:00,Water Polo,Men's Preliminary Round - Group B: Montenegro vs Spain,False,Tatsumi Water Polo Centre,"35.647754733125474, 139.8195228619168"
2021-07-27 02:00:00,Basketball,Women's Preliminary Round Group B: Japan vs France,False,Saitama Super Arena,
2021-07-27 02:00:00,Taekwondo,Women +67 kg Round of 16 (8 matches),False,Makuhari Messe Hall,"35.64977449961884, 140.03645074412134"
2021-07-27 02:00:00,Taekwondo,Men +80 kg Round of 16 (8 matches),False,Makuhari Messe Hall,"35.64977449961884, 140.03645074412134"
2021-07-27 02:00:00,Taekwondo,Women +67 kg Quarterfinals (4 matches),False,Makuhari Messe Hall,"35.64977449961884, 140.03645074412134"
2021-07-27 02:00:00,Taekwondo,Men +80 kg Quarterfinals (4 matches),False,Makuhari Messe Hall,"35.64977449961884, 140.03645074412134"
2021-07-27 02:00:00,Taekwondo,Women +67 kg Semifinals (2 matches),False,Makuhari Messe Hall,"35.64977449961884, 140.03645074412134"
2021-07-27 02:00:00,Taekwondo,Men +80 kg Semifinals (2 matches),False,Makuhari Messe Hall,"35.64977449961884, 140.03645074412134"
2021-07-27 02:00:00,Fencing,Women's Epée Team Table of 16,False,Makuhari Messe Hall,"35.64977449961884, 140.03645074412134"
2021-07-27 02:00:00,Fencing,Women's Epée Team Quarterfinals,False,Makuhari Messe Hall,"35.64977449961884, 140.03645074412134"
2021-07-27 02:00:00,Fencing,Women's Epée Team Classification 5-8,False,Makuhari Messe Hall,"35.64977449961884, 140.03645074412134"
2021-07-27 02:00:00,Fencing,Women's Epée Team Semifinals,False,Makuhari Messe Hall,"35.64977449961884, 140.03645074412134"
2021-07-27 02:00:00,Fencing,Women's Epée Team Placement 5-6,False,Makuhari Messe Hall,"35.64977449961884, 140.03645074412134"
2021-07-27 02:00:00,Fencing,Women's Epée Team Placement 7-8,False,Makuhari Messe Hall,"35.64977449961884, 140.03645074412134"
2021-07-27 02:30:00,Swimming,Women's 200m Freestyle Semifinals,False,Tokyo Aquatics Centre,"35.65154002713155, 139.81526845227876"
2021-07-27 02:30:00,Swimming,Men's 200m Freestyle Final,False,Tokyo Aquatics Centre,"35.65154002713155, 139.81526845227876"
2021-07-27 02:30:00,Swimming,Women's 100m Backstroke Final,False,Tokyo Aquatics Centre,"35.65154002713155, 139.81526845227876"
2021-07-27 02:30:00,Swimming,Men's 100m Backstroke Final,False,Tokyo Aquatics Centre,"35.65154002713155, 139.81526845227876"
2021-07-27 02:30:00,Swimming,Women's 100m Breaststroke Final,False,Tokyo Aquatics Centre,"35.65154002713155, 139.81526845227876"
2021-07-27 02:30:00,Swimming,Men's 200m Butterfly Semifinals,False,Tokyo Aquatics Centre,"35.65154002713155, 139.81526845227876"
2021-07-27 02:30:00,Swimming,Women's 200m Individual Medley Semifinals,False,Tokyo Aquatics Centre,"35.65154002713155, 139.81526845227876"
2021-07-27 03:00:00,Tennis,Men's Singles Second Round,False,Ariake Tennis Park,"35.63522638292027, 139.78961039488578"
2021-07-27 03:00:00,Tennis,Women's Singles Third Round,False,Ariake Tennis Park,"35.63522638292027, 139.78961039488578"
2021-07-27 03:00:00,Tennis,Men's Doubles Quarterfinals,False,Ariake Tennis Park,"35.63522638292027, 139.78961039488578"
2021-07-27 03:00:00,Tennis,Women's Doubles Second Round/Quarterfinals,False,Ariake Tennis Park,"35.63522638292027, 139.78961039488578"
2021-07-27 03:00:00,Judo,Women -63 kg Elimination Rounds,False,Nippon Budokan,"35.69328639505304, 139.74961103902368"
2021-07-27 03:00:00,Judo,Women -63 kg Quarterfinals,False,Nippon Budokan,"35.69328639505304, 139.74961103902368"
2021-07-27 03:00:00,Judo,Men -81 kg Elimination Rounds,False,Nippon Budokan,"35.69328639505304, 139.74961103902368"
2021-07-27 03:00:00,Judo,Men -81 kg Quarterfinals,False,Nippon Budokan,"35.69328639505304, 139.74961103902368"
2021-07-27 03:00:00,Boxing,Men's Welter (63-69kg) - Preliminaries - Round of 16,False,Kokugikan Arena,"35.69708642863296, 139.79336043405075"
