Customer ID,Flight Number,Flight Date,Action,Date,Class,Row,Seat,seats_booked,Capacity,Capacity %
000009215,PA009,2024-03-13,Upgraded,2024-03-01,Business,18,4,2,40,0.05
000008599,PA009,2024-03-13,Seat Changed,2024-03-01,Business,16,1,3,40,0.075
000001895,PA009,2024-03-13,Booked,2023-11-23,Economy,27,10,1,160,0.00625
000009375,PA009,2024-03-13,Booked,2023-11-24,Economy,34,7,2,160,0.0125
000003948,PA009,2024-03-13,Booked,2023-11-26,Economy,28,9,3,160,0.01875
000005023,PA009,2024-03-13,Booked,2023-12-07,Economy,34,10,4,160,0.025
000006299,PA009,2024-03-13,Seat Changed,2023-12-13,Economy,40,3,5,160,0.03125
000002551,PA009,2024-03-13,Booked,2023-12-23,Economy,36,3,6,160,0.0375
000005341,PA009,2024-03-13,Seat Changed,2023-12-29,Economy,29,4,7,160,0.04375
000005258,PA009,2024-03-13,Seat Changed,2024-01-17,Economy,37,7,8,160,0.05
000009784,PA009,2024-03-13,Seat Changed,2024-01-19,Economy,39,5,9,160,0.05625
000001992,PA009,2024-03-13,Seat Changed,2024-01-22,Economy,30,6,10,160,0.0625
000005405,PA009,2024-03-13,Seat Changed,2024-01-25,Economy,31,2,12,160,0.075
000008269,PA009,2024-03-13,Seat Changed,2024-01-25,Economy,41,8,11,160,0.06875
000006847,PA009,2024-03-13,Booked,2024-01-28,Economy,37,2,13,160,0.08125
000001584,PA009,2024-03-13,Seat Changed,2024-02-05,Economy,33,8,14,160,0.0875
000009703,PA009,2024-03-13,Seat Changed,2024-02-10,Economy,32,7,15,160,0.09375
000008368,PA009,2024-03-13,Seat Changed,2024-02-11,Economy,34,6,16,160,0.1
000004506,PA009,2024-03-13,Seat Changed,2024-02-14,Economy,41,5,17,160,0.10625
000005431,PA009,2024-03-13,Seat Changed,2024-02-17,Economy,28,8,18,160,0.1125
000005675,PA009,2024-03-13,Seat Changed,2024-02-19,Economy,34,9,19,160,0.11875
000006485,PA009,2024-03-13,Seat Changed,2024-03-07,Economy,27,5,20,160,0.125
000000425,PA009,2024-03-13,Seat Changed,2024-03-08,Economy,35,10,21,160,0.13125
000005601,PA009,2024-03-13,Upgraded,2023-12-20,First,5,4,1,32,0.03125
000000950,PA009,2024-03-13,Upgraded,2024-02-07,First,2,2,2,32,0.0625
000005853,PA009,2024-03-13,Upgraded,2024-03-09,First,1,4,3,32,0.09375
000003379,PA009,2024-03-13,Booked,2023-11-21,Premium Economy,21,1,1,64,0.015625
000004835,PA009,2024-03-13,Booked,2023-11-28,Premium Economy,22,4,2,64,0.03125
000003045,PA009,2024-03-13,Upgraded,2023-12-16,Premium Economy,21,6,3,64,0.046875
000005434,PA009,2024-03-13,Seat Changed,2023-12-18,Premium Economy,22,3,5,64,0.078125
000003445,PA009,2024-03-13,Booked,2023-12-18,Premium Economy,20,7,4,64,0.0625
000006397,PA009,2024-03-13,Seat Changed,2024-01-04,Premium Economy,19,6,6,64,0.09375
000002945,PA009,2024-03-13,Booked,2024-01-05,Premium Economy,24,3,7,64,0.109375
000005565,PA009,2024-03-13,Seat Changed,2024-01-06,Premium Economy,21,1,8,64,0.125
000007841,PA009,2024-03-13,Seat Changed,2024-01-09,Premium Economy,25,8,9,64,0.140625
000004788,PA009,2024-03-13,Upgraded,2024-01-13,Premium Economy,19,5,10,64,0.15625
000001303,PA009,2024-03-13,Upgraded,2024-01-16,Premium Economy,21,2,11,64,0.171875
000009059,PA009,2024-03-13,Upgraded,2024-01-20,Premium Economy,19,8,12,64,0.1875
000005647,PA009,2024-03-13,Seat Changed,2024-01-21,Premium Economy,23,2,13,64,0.203125
000000194,PA009,2024-03-13,Upgraded,2024-01-25,Premium Economy,26,1,14,64,0.21875
000006784,PA009,2024-03-13,Upgraded,2024-01-27,Premium Economy,21,6,15,64,0.234375
000002835,PA009,2024-03-13,Upgraded,2024-02-03,Premium Economy,25,2,16,64,0.25
000001007,PA009,2024-03-13,Upgraded,2024-02-10,Premium Economy,21,5,17,64,0.265625
000006259,PA009,2024-03-13,Upgraded,2024-02-20,Premium Economy,23,1,18,64,0.28125
000006674,PA009,2024-03-13,Upgraded,2024-02-25,Premium Economy,21,5,19,64,0.296875
000000078,PA009,2024-03-13,Seat Changed,2024-02-29,Premium Economy,25,1,20,64,0.3125
000002058,PA009,2024-03-13,Upgraded,2024-03-04,Premium Economy,22,6,21,64,0.328125
000005608,PA010,2024-03-29,Upgraded,2024-02-20,Business,16,3,1,40,0.025
000005802,PA010,2024-03-29,Seat Changed,2023-12-23,Economy,33,6,1,160,0.00625
000008269,PA010,2024-03-29,Seat Changed,2024-01-16,Economy,31,4,2,160,0.0125
000005601,PA010,2024-03-29,Booked,2024-01-24,Economy,32,7,3,160,0.01875
000003379,PA010,2024-03-29,Seat Changed,2024-01-25,Economy,38,9,4,160,0.025
000009523,PA010,2024-03-29,Seat Changed,2024-01-28,Economy,32,9,5,160,0.03125
000004835,PA010,2024-03-29,Booked,2024-02-02,Economy,39,4,6,160,0.0375
000009375,PA010,2024-03-29,Seat Changed,2024-02-08,Economy,32,7,7,160,0.04375
000000950,PA010,2024-03-29,Seat Changed,2024-02-08,Economy,30,6,8,160,0.05
000002835,PA010,2024-03-29,Seat Changed,2024-02-09,Economy,32,1,9,160,0.05625
000005675,PA010,2024-03-29,Seat Changed,2024-02-13,Economy,34,6,10,160,0.0625
000003013,PA010,2024-03-29,Seat Changed,2024-02-15,Economy,38,9,11,160,0.06875
000006249,PA010,2024-03-29,Seat Changed,2024-02-19,Economy,33,5,12,160,0.075
000008533,PA010,2024-03-29,Seat Changed,2024-02-21,Economy,29,6,13,160,0.08125
000006397,PA010,2024-03-29,Booked,2024-02-24,Economy,33,7,14,160,0.0875
000005565,PA010,2024-03-29,Seat Changed,2024-02-29,Economy,32,9,16,160,0.1
000007602,PA010,2024-03-29,Seat Changed,2024-02-29,Economy,41,7,15,160,0.09375
000006674,PA010,2024-03-29,Seat Changed,2024-03-06,Economy,29,5,17,160,0.10625
000001388,PA010,2024-03-29,Seat Changed,2024-03-09,Economy,36,6,18,160,0.1125
000000425,PA010,2024-03-29,Seat Changed,2024-03-16,Economy,34,3,19,160,0.11875
000001599,PA010,2024-03-29,Seat Changed,2024-03-19,Economy,29,3,20,160,0.125
000007841,PA010,2024-03-29,Seat Changed,2024-03-21,Economy,37,8,21,160,0.13125
000004613,PA010,2024-03-29,Seat Changed,2024-03-23,Economy,39,1,22,160,0.1375
000008383,PA010,2024-03-29,Seat Changed,2024-03-23,Economy,31,3,23,160,0.14375
000003948,PA010,2024-03-29,Seat Changed,2024-03-24,Economy,29,8,24,160,0.15
,PA010,2024-03-29,,2024-02-28,First,,,0,32,0.0
000004015,PA010,2024-03-29,Upgraded,2023-12-13,Premium Economy,22,4,1,64,0.015625
000009671,PA010,2024-03-29,Upgraded,2023-12-23,Premium Economy,22,7,2,64,0.03125
000005142,PA010,2024-03-29,Seat Changed,2024-01-30,Premium Economy,26,6,3,64,0.046875
000009036,PA010,2024-03-29,Seat Changed,2024-02-06,Premium Economy,19,3,4,64,0.0625
000000078,PA010,2024-03-29,Upgraded,2024-02-14,Premium Economy,20,6,5,64,0.078125
000000160,PA010,2024-03-29,Upgraded,2024-02-19,Premium Economy,26,3,6,64,0.09375
000009215,PA010,2024-03-29,Seat Changed,2024-03-05,Premium Economy,26,7,8,64,0.125
000001584,PA010,2024-03-29,Upgraded,2024-03-05,Premium Economy,21,5,7,64,0.109375
000005727,PA010,2024-03-29,Upgraded,2024-03-06,Premium Economy,26,3,9,64,0.140625
000008599,PA010,2024-03-29,Upgraded,2024-03-07,Premium Economy,21,5,10,64,0.15625
000003445,PA010,2024-03-29,Upgraded,2024-03-12,Premium Economy,26,7,11,64,0.171875
000008368,PA010,2024-03-29,Upgraded,2024-03-13,Premium Economy,20,6,12,64,0.1875
000000194,PA010,2024-03-29,Upgraded,2024-03-15,Premium Economy,20,1,13,64,0.203125
000005434,PA010,2024-03-29,Upgraded,2024-03-22,Premium Economy,25,7,14,64,0.21875
000007797,PA010,2024-03-29,Seat Changed,2024-03-23,Premium Economy,23,6,15,64,0.234375
000006299,PA010,2024-03-29,Seat Changed,2024-03-24,Premium Economy,23,8,16,64,0.25
000000904,PA011,2024-03-01,Upgraded,2024-02-28,Business,9,2,1,40,0.025
000007083,PA011,2024-03-01,Booked,2023-11-14,Economy,40,9,1,160,0.00625
000009433,PA011,2024-03-01,Booked,2023-11-16,Economy,34,6,2,160,0.0125
000003611,PA011,2024-03-01,Seat Changed,2023-12-12,Economy,31,5,3,160,0.01875
000009093,PA011,2024-03-01,Seat Changed,2023-12-16,Economy,40,3,4,160,0.025
000008779,PA011,2024-03-01,Booked,2023-12-22,Economy,38,8,5,160,0.03125
000003074,PA011,2024-03-01,Seat Changed,2023-12-23,Economy,40,2,7,160,0.04375
000007554,PA011,2024-03-01,Seat Changed,2023-12-23,Economy,29,5,6,160,0.0375
000005963,PA011,2024-03-01,Seat Changed,2023-12-24,Economy,27,10,8,160,0.05
000004786,PA011,2024-03-01,Booked,2024-01-03,Economy,38,4,9,160,0.05625
000005336,PA011,2024-03-01,Seat Changed,2024-01-05,Economy,27,7,10,160,0.0625
000001622,PA011,2024-03-01,Seat Changed,2024-01-13,Economy,31,4,11,160,0.06875
000007200,PA011,2024-03-01,Seat Changed,2024-01-14,Economy,34,7,12,160,0.075
000001529,PA011,2024-03-01,Booked,2024-01-16,Economy,32,6,13,160,0.08125
000001028,PA011,2024-03-01,Seat Changed,2024-01-27,Economy,42,2,14,160,0.0875
000004456,PA011,2024-03-01,Seat Changed,2024-02-08,Economy,28,6,15,160,0.09375
000006163,PA011,2024-03-01,Seat Changed,2024-02-11,Economy,29,7,16,160,0.1
000001727,PA011,2024-03-01,Seat Changed,2024-02-12,Economy,41,5,17,160,0.10625
000003570,PA011,2024-03-01,Seat Changed,2024-02-17,Economy,27,9,18,160,0.1125
000008290,PA011,2024-03-01,Seat Changed,2024-02-20,Economy,42,1,19,160,0.11875
000001168,PA011,2024-03-01,Seat Changed,2024-02-25,Economy,36,4,20,160,0.125
000009502,PA011,2024-03-01,Seat Changed,2024-02-29,Economy,35,8,21,160,0.13125
000004415,PA011,2024-03-01,Seat Changed,2023-11-24,First,1,2,1,32,0.03125
000007876,PA011,2024-03-01,Seat Changed,2023-11-28,First,5,3,2,32,0.0625
000009735,PA011,2024-03-01,Seat Changed,2023-12-13,First,1,2,3,32,0.09375
000007570,PA011,2024-03-01,Booked,2023-12-18,First,4,3,4,32,0.125
000007044,PA011,2024-03-01,Seat Changed,2023-12-22,First,8,4,5,32,0.15625
000008162,PA011,2024-03-01,Seat Changed,2023-12-26,First,1,4,6,32,0.1875
000009000,PA011,2024-03-01,Seat Changed,2023-12-27,First,7,2,7,32,0.21875
000001504,PA011,2024-03-01,Booked,2024-01-13,First,3,1,8,32,0.25
000007150,PA011,2024-03-01,Seat Changed,2024-01-13,First,7,1,9,32,0.28125
000009109,PA011,2024-03-01,Seat Changed,2024-01-26,First,2,2,10,32,0.3125
000003676,PA011,2024-03-01,Seat Changed,2024-01-30,First,8,1,11,32,0.34375
000006690,PA011,2024-03-01,Seat Changed,2024-02-05,First,4,1,12,32,0.375
000006391,PA011,2024-03-01,Upgraded,2023-12-09,Premium Economy,22,4,1,64,0.015625
000009849,PA011,2024-03-01,Seat Changed,2024-01-03,Premium Economy,24,4,2,64,0.03125
000000395,PA011,2024-03-01,Upgraded,2024-01-14,Premium Economy,24,5,3,64,0.046875
000005135,PA011,2024-03-01,Upgraded,2024-01-16,Premium Economy,19,7,4,64,0.0625
000008762,PA011,2024-03-01,Upgraded,2024-01-20,Premium Economy,25,8,5,64,0.078125
000004585,PA011,2024-03-01,Upgraded,2024-02-06,Premium Economy,19,8,7,64,0.109375
000005640,PA011,2024-03-01,Upgraded,2024-02-06,Premium Economy,20,8,6,64,0.09375
000002193,PA011,2024-03-01,Upgraded,2024-02-07,Premium Economy,21,2,8,64,0.125
000004865,PA011,2024-03-01,Upgraded,2024-02-20,Premium Economy,26,7,9,64,0.140625
000002953,PA011,2024-03-01,Upgraded,2024-02-25,Premium Economy,25,5,10,64,0.15625
000002687,PA011,2024-03-01,Upgraded,2024-02-27,Premium Economy,25,6,12,64,0.1875
000005517,PA011,2024-03-01,Seat Changed,2024-02-27,Premium Economy,24,1,11,64,0.171875
000002362,PA011,2024-03-01,Seat Changed,2024-02-28,Premium Economy,26,6,13,64,0.203125
000000808,PA012,2024-03-10,Booked,2023-11-12,Business,12,1,1,40,0.025
000007083,PA012,2024-03-10,Booked,2023-11-21,Business,11,1,2,40,0.05
000000904,PA012,2024-03-10,Booked,2023-11-27,Business,12,2,3,40,0.075
000001529,PA012,2024-03-10,Booked,2023-12-08,Business,15,4,4,40,0.1
000005019,PA012,2024-03-10,Upgraded,2023-12-13,Business,9,4,5,40,0.125
000004865,PA012,2024-03-10,Seat Changed,2023-12-17,Business,17,3,6,40,0.15
000008325,PA012,2024-03-10,Booked,2023-12-21,Business,17,3,7,40,0.175
000004233,PA012,2024-03-10,Upgraded,2023-12-26,Business,9,4,8,40,0.2
000008424,PA012,2024-03-10,Upgraded,2024-01-04,Business,11,1,9,40,0.225
000008779,PA012,2024-03-10,Booked,2024-01-06,Business,11,1,10,40,0.25
000007917,PA012,2024-03-10,Seat Changed,2024-01-09,Business,18,1,11,40,0.275
000002414,PA012,2024-03-10,Booked,2024-01-17,Business,11,1,12,40,0.3
000007691,PA012,2024-03-10,Seat Changed,2024-01-21,Business,16,4,13,40,0.325
000008262,PA012,2024-03-10,Booked,2024-02-04,Business,13,4,14,40,0.35
000003286,PA012,2024-03-10,Booked,2024-02-06,Business,12,3,15,40,0.375
000009956,PA012,2024-03-10,Booked,2024-02-07,Business,17,2,16,40,0.4
000007979,PA012,2024-03-10,Upgraded,2024-02-08,Business,17,4,17,40,0.425
000004821,PA012,2024-03-10,Upgraded,2024-02-09,Business,16,2,18,40,0.45
000004746,PA012,2024-03-10,Upgraded,2024-02-16,Business,15,2,19,40,0.475
000001622,PA012,2024-03-10,Seat Changed,2024-02-19,Business,13,2,20,40,0.5
000007791,PA012,2024-03-10,Upgraded,2024-02-19,Business,13,2,21,40,0.525
000007405,PA012,2024-03-10,Upgraded,2024-02-22,Business,11,3,22,40,0.55
000005753,PA012,2024-03-10,Upgraded,2024-02-23,Business,16,3,23,40,0.575
000001212,PA012,2024-03-10,Upgraded,2024-03-02,Business,9,2,24,40,0.6
000009957,PA012,2024-03-10,Seat Changed,2024-03-03,Business,13,2,25,40,0.625
000009157,PA012,2024-03-10,Seat Changed,2024-03-06,Business,13,2,26,40,0.65
000007251,PA012,2024-03-10,Seat Changed,2024-03-06,Business,12,1,27,40,0.675
000000681,PA012,2024-03-10,Seat Changed,2024-03-07,Business,17,3,28,40,0.7
,PA012,2024-03-10,,2024-02-28,Economy,,,0,160,0.0
000005963,PA012,2024-03-10,Upgraded,2023-12-12,First,7,4,1,32,0.03125
000003095,PA012,2024-03-10,Upgraded,2023-12-13,First,4,2,2,32,0.0625
000000395,PA012,2024-03-10,Upgraded,2023-12-24,First,1,4,3,32,0.09375
000008403,PA012,2024-03-10,Upgraded,2023-12-25,First,3,4,4,32,0.125
000006163,PA012,2024-03-10,Seat Changed,2024-01-01,First,6,2,5,32,0.15625
000008290,PA012,2024-03-10,Upgraded,2024-01-02,First,2,3,6,32,0.1875
000002687,PA012,2024-03-10,Seat Changed,2024-01-06,First,7,2,7,32,0.21875
000004800,PA012,2024-03-10,Upgraded,2024-01-08,First,3,3,8,32,0.25
000004786,PA012,2024-03-10,Seat Changed,2024-01-12,First,1,3,9,32,0.28125
000007200,PA012,2024-03-10,Booked,2024-01-15,First,7,1,10,32,0.3125
000003570,PA012,2024-03-10,Booked,2024-01-18,First,8,4,11,32,0.34375
000002362,PA012,2024-03-10,Upgraded,2024-01-24,First,3,3,12,32,0.375
000003311,PA012,2024-03-10,Seat Changed,2024-01-27,First,8,3,14,32,0.4375
000001168,PA012,2024-03-10,Booked,2024-01-27,First,1,2,13,32,0.40625
000001361,PA012,2024-03-10,Upgraded,2024-01-28,First,2,3,15,32,0.46875
000002193,PA012,2024-03-10,Upgraded,2024-02-18,First,8,3,16,32,0.5
000004585,PA012,2024-03-10,Seat Changed,2024-02-28,First,8,4,17,32,0.53125
000001727,PA012,2024-03-10,Upgraded,2024-03-02,First,4,4,18,32,0.5625
000008021,PA012,2024-03-10,Upgraded,2024-03-04,First,3,4,19,32,0.59375
000009109,PA012,2024-03-10,Booked,2023-12-14,Premium Economy,22,5,1,64,0.015625
000003699,PA012,2024-03-10,Seat Changed,2023-12-22,Premium Economy,24,8,2,64,0.03125
000001374,PA012,2024-03-10,Booked,2024-02-03,Premium Economy,21,5,3,64,0.046875
000004721,PA012,2024-03-10,Seat Changed,2024-02-15,Premium Economy,19,6,4,64,0.0625
000008720,PA012,2024-03-10,Seat Changed,2024-02-23,Premium Economy,21,8,5,64,0.078125
000006692,PA012,2024-03-10,Seat Changed,2024-02-29,Premium Economy,25,3,6,64,0.09375
000006781,PA012,2024-03-10,Seat Changed,2024-02-29,Premium Economy,24,8,7,64,0.109375
