passed_subjects,students_avg,Student ID,gender
3,73.14285714285714,948,Female
5,78.71428571428571,949,Male
4,79.42857142857143,950,Female
5,82.71428571428571,951,Male
5,83.42857142857143,952,Male
4,81.85714285714286,953,Male
3,75.28571428571429,954,Male
5,83.42857142857143,955,Female
4,80.42857142857143,956,Male
4,82.0,957,Female
4,78.71428571428571,958,Male
4,77.28571428571429,959,Male
2,70.28571428571429,960,Female
6,88.57142857142857,961,Female
6,86.71428571428571,962,Male
4,74.85714285714286,963,Male
4,79.42857142857143,964,Male
5,75.71428571428571,965,Male
4,79.85714285714286,966,Male
3,74.57142857142857,967,Male
1,71.85714285714286,968,Female
3,75.0,969,Male
4,79.0,970,Male
6,82.0,971,Female
4,83.42857142857143,972,Male
6,86.28571428571429,973,Female
5,78.42857142857143,974,Male
5,83.71428571428571,975,Female
5,79.71428571428571,976,Male
4,79.42857142857143,977,Non-binary
4,75.14285714285714,978,Female
5,79.71428571428571,979,Female
3,79.42857142857143,980,Male
6,83.28571428571429,981,Female
6,89.14285714285714,982,Male
4,79.14285714285714,983,Male
3,76.0,984,Female
6,85.57142857142857,985,Male
5,80.57142857142857,986,Male
3,74.0,987,Male
6,85.57142857142857,988,Male
5,78.28571428571429,989,Male
6,79.85714285714286,990,Female
4,77.42857142857143,991,Female
3,77.0,992,Female
5,81.28571428571429,993,Non-binary
5,81.28571428571429,994,Female
5,79.28571428571429,995,Female
6,87.0,996,Female
7,90.0,997,Female
5,81.14285714285714,998,Male
3,74.0,999,Female
5,79.42857142857143,1000,Female
